year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,2,HA,Hawaiian Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0
2025,2,HA,Hawaiian Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",168.0,38.0,30.55,2.24,0.0,0.0,5.2,0.0,2.0,2169.0,1545.0,60.0,0.0,0.0,564.0
2025,2,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",56.0,15.0,9.47,1.96,0.0,0.0,3.57,0.0,1.0,545.0,299.0,38.0,0.0,0.0,208.0
2025,2,HA,Hawaiian Airlines Network,SFO,"San Francisco, CA: San Francisco International",52.0,11.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,493.0,379.0,0.0,0.0,22.0,92.0
2025,2,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",71.0,13.0,1.55,0.1,7.11,0.0,4.24,2.0,0.0,763.0,220.0,11.0,238.0,0.0,294.0
2025,2,MQ,Envoy Air,AUS,"Austin, TX: Austin - Bergstrom International",65.0,10.0,2.01,0.12,6.51,0.0,1.36,2.0,0.0,447.0,96.0,9.0,289.0,0.0,53.0
2025,2,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",4735.0,822.0,189.95,45.43,263.15,0.79,322.68,84.0,13.0,56047.0,17169.0,4692.0,10346.0,54.0,23786.0
2025,2,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",70.0,12.0,3.9,0.04,5.21,0.0,2.85,2.0,0.0,580.0,143.0,1.0,178.0,0.0,258.0
2025,2,MQ,Envoy Air,LAX,"Los Angeles, CA: Los Angeles International",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",654.0,178.0,32.81,3.67,110.92,0.98,29.62,2.0,0.0,11123.0,2399.0,157.0,6461.0,49.0,2057.0
2025,2,NK,Spirit Airlines,AUS,"Austin, TX: Austin - Bergstrom International",60.0,13.0,5.35,0.0,4.56,0.0,3.08,1.0,0.0,939.0,428.0,0.0,417.0,0.0,94.0
2025,2,NK,Spirit Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",515.0,97.0,24.43,0.16,49.31,0.0,23.09,2.0,0.0,6516.0,1884.0,16.0,3103.0,0.0,1513.0
2025,2,NK,Spirit Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",560.0,105.0,29.61,0.56,58.71,0.0,16.12,2.0,0.0,8746.0,2570.0,9.0,3824.0,0.0,2343.0
2025,2,NK,Spirit Airlines,LAX,"Los Angeles, CA: Los Angeles International",609.0,111.0,23.29,3.53,63.73,1.07,19.38,6.0,1.0,5618.0,1339.0,238.0,3115.0,24.0,902.0
2025,2,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",135.0,27.0,3.61,0.05,17.36,0.0,5.97,1.0,0.0,1539.0,155.0,5.0,993.0,0.0,386.0
2025,2,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",278.0,85.0,26.79,4.07,15.65,1.0,37.49,18.0,0.0,6180.0,1656.0,195.0,773.0,72.0,3484.0
2025,2,OH,PSA Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",943.0,254.0,71.66,14.2,53.15,1.0,114.0,51.0,4.0,23840.0,9720.0,992.0,2186.0,26.0,10916.0
2025,2,OH,PSA Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",10.0,4.0,2.45,0.0,1.55,0.0,0.0,1.0,2.0,207.0,149.0,0.0,58.0,0.0,0.0
2025,2,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",621.0,162.0,104.89,33.64,23.47,0.0,0.0,8.0,0.0,16979.0,11274.0,3978.0,1727.0,0.0,0.0
2025,2,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",469.0,96.0,53.34,14.32,11.38,0.0,16.97,4.0,1.0,6860.0,3252.0,1174.0,680.0,0.0,1754.0
2025,2,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2375.0,660.0,379.67,93.93,66.15,1.3,118.95,62.0,3.0,65120.0,41216.0,11995.0,3912.0,103.0,7894.0
2025,2,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",966.0,207.0,94.31,15.4,27.43,1.0,68.86,16.0,4.0,20075.0,7694.0,3014.0,1990.0,113.0,7264.0
2025,2,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3186.0,581.0,307.05,74.82,84.73,1.0,113.4,35.0,7.0,48418.0,26419.0,5941.0,6530.0,52.0,9476.0
2025,2,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",1014.0,299.0,133.92,22.1,69.62,0.0,73.36,26.0,0.0,16885.0,6099.0,1883.0,4624.0,0.0,4279.0
2025,2,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2434.0,584.0,191.45,28.37,232.16,1.0,131.03,76.0,4.0,45675.0,10873.0,2550.0,21432.0,20.0,10800.0
2025,2,QX,Horizon Air,LAX,"Los Angeles, CA: Los Angeles International",383.0,101.0,19.41,3.24,21.6,0.0,56.75,12.0,0.0,7188.0,1611.0,178.0,945.0,0.0,4454.0
2025,2,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",167.0,69.0,9.41,0.13,25.6,0.0,33.86,3.0,0.0,3940.0,460.0,11.0,1252.0,0.0,2217.0
2025,2,QX,Horizon Air,SFO,"San Francisco, CA: San Francisco International",366.0,107.0,11.23,0.9,58.82,0.0,36.04,10.0,1.0,7908.0,622.0,90.0,4513.0,0.0,2683.0
2025,2,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",530.0,101.0,29.75,2.61,34.53,0.0,34.11,1.0,1.0,5864.0,1582.0,238.0,1392.0,0.0,2652.0
2025,2,UA,United Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",692.0,131.0,45.99,3.73,46.31,0.0,34.97,1.0,0.0,7556.0,2023.0,293.0,1743.0,0.0,3497.0
2025,2,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",706.0,142.0,55.83,4.54,43.87,0.0,37.76,3.0,0.0,7063.0,2825.0,323.0,1498.0,0.0,2417.0
2025,2,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",5345.0,831.0,244.64,15.32,347.92,0.0,223.11,11.0,9.0,47695.0,13142.0,1662.0,12962.0,0.0,19929.0
2025,2,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",1923.0,318.0,96.71,7.68,115.99,0.0,97.62,8.0,2.0,21746.0,6579.0,636.0,4844.0,0.0,9687.0
2025,2,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",728.0,146.0,42.0,6.2,74.21,0.0,23.59,1.0,0.0,7517.0,2205.0,610.0,2824.0,0.0,1878.0
2025,2,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3957.0,913.0,175.23,32.37,553.75,0.0,151.66,9.0,7.0,66957.0,10696.0,4037.0,37841.0,0.0,14383.0
2025,2,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2103.0,357.0,97.25,11.04,108.01,0.62,140.07,12.0,1.0,20483.0,5559.0,751.0,4578.0,86.0,9509.0
2025,2,WN,Southwest Airlines,AUS,"Austin, TX: Austin - Bergstrom International",2636.0,428.0,119.27,2.32,103.57,0.65,202.18,7.0,2.0,22335.0,6111.0,101.0,3603.0,60.0,12460.0
2025,2,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",1711.0,276.0,86.78,2.24,46.48,2.18,138.32,8.0,0.0,13568.0,4869.0,130.0,1532.0,49.0,6988.0
2025,2,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2409.0,467.0,116.47,8.31,129.29,0.91,212.02,13.0,3.0,23667.0,5668.0,434.0,5117.0,48.0,12400.0
2025,2,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",533.0,187.0,35.22,9.37,91.06,0.0,51.35,0.0,0.0,13076.0,2257.0,1173.0,6539.0,0.0,3107.0
2025,2,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",23.0,5.0,1.28,0.0,2.0,0.0,1.72,0.0,0.0,401.0,90.0,0.0,45.0,0.0,266.0
2025,2,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",35.0,5.0,1.81,0.0,1.0,0.0,2.19,0.0,0.0,511.0,225.0,0.0,22.0,0.0,264.0
2025,2,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",65.0,10.0,5.29,1.48,1.25,0.0,1.98,0.0,0.0,741.0,222.0,189.0,135.0,0.0,195.0
2025,2,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2187.0,371.0,103.14,20.64,142.74,0.0,104.49,16.0,16.0,34953.0,8979.0,5536.0,6786.0,0.0,13652.0
2025,2,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",68.0,18.0,2.03,0.85,6.21,0.0,8.92,3.0,0.0,990.0,95.0,70.0,252.0,0.0,573.0
2025,2,YX,Republic Airline,AUS,"Austin, TX: Austin - Bergstrom International",5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0
2025,2,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",50.0,13.0,2.3,1.43,4.09,0.0,5.18,1.0,0.0,1132.0,307.0,102.0,263.0,0.0,460.0
2025,1,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",37.0,11.0,1.32,1.76,3.73,0.0,4.19,1.0,0.0,1191.0,43.0,209.0,157.0,0.0,782.0
2025,1,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",9.0,1.0,0.35,0.0,0.65,0.0,0.0,0.0,0.0,43.0,15.0,0.0,28.0,0.0,0.0
2025,1,HA,Hawaiian Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",10.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,111.0,63.0,0.0,0.0,0.0
2025,1,HA,Hawaiian Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",191.0,48.0,42.61,0.0,0.87,0.0,4.52,4.0,0.0,2245.0,1793.0,0.0,20.0,0.0,432.0
2025,1,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.0,24.0,20.72,1.22,0.0,0.0,2.07,0.0,1.0,1144.0,896.0,74.0,0.0,0.0,174.0
2025,1,HA,Hawaiian Airlines Network,SFO,"San Francisco, CA: San Francisco International",65.0,18.0,15.24,0.0,0.16,0.0,2.6,2.0,0.0,862.0,714.0,0.0,7.0,0.0,141.0
2025,1,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",100.0,17.0,6.07,1.17,5.73,0.0,4.02,7.0,0.0,919.0,341.0,86.0,262.0,0.0,230.0
2025,1,MQ,Envoy Air,AUS,"Austin, TX: Austin - Bergstrom International",42.0,11.0,1.63,0.7,6.25,0.0,2.42,1.0,0.0,480.0,81.0,37.0,270.0,0.0,92.0
2025,1,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5256.0,919.0,202.58,89.43,293.16,2.87,330.96,348.0,5.0,88395.0,25754.0,13925.0,16958.0,138.0,31620.0
2025,1,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",109.0,19.0,3.87,1.28,10.28,0.09,3.48,9.0,0.0,951.0,155.0,28.0,427.0,7.0,334.0
2025,1,MQ,Envoy Air,LAX,"Los Angeles, CA: Los Angeles International",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",700.0,163.0,33.57,0.9,92.88,1.31,34.34,57.0,1.0,8023.0,1987.0,62.0,3759.0,49.0,2166.0
2025,1,NK,Spirit Airlines,AUS,"Austin, TX: Austin - Bergstrom International",65.0,9.0,0.65,0.0,8.35,0.0,0.0,0.0,0.0,282.0,18.0,0.0,264.0,0.0,0.0
2025,1,NK,Spirit Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",646.0,156.0,30.84,2.78,88.07,1.32,32.98,29.0,3.0,9107.0,1782.0,124.0,4788.0,77.0,2336.0
2025,1,NK,Spirit Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",731.0,154.0,45.34,2.97,74.25,1.02,30.42,37.0,1.0,9277.0,3237.0,160.0,3207.0,30.0,2643.0
2025,1,NK,Spirit Airlines,LAX,"Los Angeles, CA: Los Angeles International",789.0,139.0,42.53,5.16,59.13,1.02,31.17,24.0,2.0,8563.0,3344.0,313.0,3169.0,42.0,1695.0
2025,1,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",177.0,21.0,3.88,0.0,11.01,0.0,6.12,3.0,0.0,1631.0,118.0,0.0,852.0,0.0,661.0
2025,1,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",289.0,64.0,23.63,3.38,15.61,0.0,21.39,27.0,0.0,5144.0,1200.0,583.0,814.0,0.0,2547.0
2025,1,OH,PSA Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1109.0,309.0,79.18,17.85,98.67,0.87,112.43,98.0,0.0,27780.0,7528.0,2701.0,5326.0,135.0,12090.0
2025,1,OH,PSA Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",7.0,3.0,0.04,1.12,0.81,0.0,1.02,0.0,0.0,533.0,1.0,345.0,154.0,0.0,33.0
2025,1,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",739.0,197.0,123.03,38.67,35.11,0.19,0.0,61.0,0.0,25019.0,15568.0,6558.0,2889.0,4.0,0.0
2025,1,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",493.0,95.0,54.67,12.05,17.2,0.0,11.08,11.0,0.0,6741.0,4518.0,467.0,863.0,0.0,893.0
2025,1,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2423.0,526.0,286.84,82.77,86.88,0.13,69.37,176.0,3.0,57597.0,29772.0,12904.0,9913.0,2.0,5006.0
2025,1,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",903.0,178.0,92.8,11.62,23.88,0.0,49.7,70.0,1.0,17228.0,8405.0,1593.0,2161.0,0.0,5069.0
2025,1,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3440.0,466.0,261.4,60.2,74.04,0.0,70.36,22.0,5.0,36620.0,17937.0,6809.0,5316.0,0.0,6558.0
2025,1,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",1128.0,251.0,89.06,29.29,48.61,0.0,84.04,20.0,4.0,16243.0,4187.0,3650.0,2563.0,0.0,5843.0
2025,1,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2579.0,390.0,161.75,28.17,88.02,0.12,111.94,21.0,1.0,30752.0,11410.0,2432.0,6739.0,2.0,10169.0
2025,1,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3160.0,523.0,107.26,15.59,130.55,1.38,268.22,212.0,0.0,46500.0,12381.0,4293.0,7059.0,50.0,22717.0
2025,1,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",485.0,90.0,44.71,0.43,16.79,0.0,28.07,28.0,0.0,6016.0,2487.0,36.0,828.0,0.0,2665.0
2025,1,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",981.0,187.0,66.15,11.98,46.35,0.51,62.01,34.0,1.0,19782.0,7870.0,4079.0,1953.0,22.0,5858.0
2025,1,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13142.0,2647.0,667.18,129.84,1005.64,9.3,835.04,830.0,62.0,247076.0,78470.0,24642.0,54884.0,442.0,88638.0
2025,1,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",573.0,129.0,48.58,7.46,34.24,0.33,38.39,48.0,0.0,7782.0,2798.0,555.0,1642.0,9.0,2778.0
2025,1,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2379.0,388.0,154.45,15.92,111.61,3.24,102.77,34.0,6.0,29893.0,14383.0,708.0,4255.0,127.0,10420.0
2025,1,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",720.0,161.0,52.14,7.32,59.49,0.26,41.79,20.0,8.0,9936.0,3026.0,1177.0,2947.0,8.0,2778.0
2025,1,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",864.0,151.0,62.74,7.42,33.36,0.46,47.02,16.0,2.0,10822.0,4158.0,1032.0,1505.0,31.0,4096.0
2025,1,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",84.0,19.0,3.47,0.68,11.71,0.0,3.14,3.0,0.0,881.0,210.0,34.0,475.0,0.0,162.0
2025,1,AS,Alaska Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",170.0,29.0,12.06,2.0,8.69,1.0,5.25,0.0,0.0,2371.0,1009.0,855.0,274.0,37.0,196.0
2025,1,AS,Alaska Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",159.0,24.0,9.21,1.0,9.45,0.0,4.34,5.0,0.0,893.0,251.0,36.0,488.0,0.0,118.0
2025,1,AS,Alaska Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",62.0,9.0,4.88,0.0,0.65,0.0,3.46,3.0,0.0,528.0,376.0,0.0,27.0,0.0,125.0
2025,1,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",658.0,76.0,20.88,0.73,29.25,0.0,25.14,5.0,0.0,4362.0,1913.0,37.0,929.0,0.0,1483.0
2025,1,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",738.0,146.0,39.67,6.4,61.57,3.81,34.54,10.0,5.0,7552.0,2543.0,527.0,2421.0,137.0,1924.0
2025,1,AS,Alaska Airlines Network,SFO,"San Francisco, CA: San Francisco International",782.0,172.0,41.2,4.83,65.41,5.98,54.58,1.0,0.0,7792.0,2474.0,268.0,2196.0,158.0,2696.0
2025,1,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",158.0,47.0,17.94,0.76,21.18,0.0,7.11,7.0,0.0,2304.0,953.0,56.0,795.0,0.0,500.0
2025,1,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",20.0,13.0,4.46,0.0,6.14,0.0,2.4,0.0,0.0,881.0,347.0,0.0,251.0,0.0,283.0
2025,1,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",20.0,10.0,3.38,0.0,6.47,0.0,0.15,1.0,0.0,546.0,240.0,0.0,300.0,0.0,6.0
2025,1,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",40.0,25.0,5.35,0.0,19.38,0.0,0.27,0.0,0.0,899.0,272.0,0.0,599.0,0.0,28.0
2025,1,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",551.0,81.0,18.49,0.63,45.02,0.45,16.41,0.0,1.0,4261.0,723.0,65.0,1797.0,20.0,1656.0
2025,1,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",123.0,20.0,7.12,0.96,11.86,0.0,0.06,0.0,1.0,764.0,270.0,47.0,443.0,0.0,4.0
2025,1,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",336.0,49.0,17.57,1.0,22.11,0.0,8.32,0.0,1.0,2876.0,1234.0,18.0,731.0,0.0,893.0
2025,1,C5,CommuteAir LLC dba CommuteAir,AUS,"Austin, TX: Austin - Bergstrom International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,C5,CommuteAir LLC dba CommuteAir,IAH,"Houston, TX: George Bush Intercontinental/Houston",2017.0,311.0,83.11,13.98,97.43,0.0,116.49,150.0,11.0,32504.0,9351.0,2580.0,4299.0,0.0,16274.0
2025,1,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17473.0,3161.0,951.7,154.42,862.69,0.79,1191.38,852.0,26.0,305779.0,109544.0,33782.0,70085.0,31.0,92337.0
2025,1,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",776.0,134.0,53.13,6.16,45.62,0.0,29.08,16.0,1.0,10991.0,6468.0,589.0,1700.0,0.0,2234.0
2025,1,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",994.0,225.0,86.13,8.78,90.38,0.0,39.71,39.0,1.0,16782.0,7480.0,666.0,5304.0,0.0,3332.0
2025,1,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",602.0,149.0,56.29,7.91,49.94,0.0,34.85,32.0,5.0,8675.0,3210.0,1125.0,2133.0,0.0,2207.0
2025,1,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2694.0,447.0,160.62,15.08,146.05,0.0,125.25,33.0,3.0,32744.0,14202.0,3331.0,5261.0,0.0,9950.0
2025,1,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",705.0,124.0,37.32,10.21,49.97,0.0,26.5,6.0,7.0,8837.0,2297.0,1607.0,3171.0,0.0,1762.0
2025,1,DL,Delta Air Lines Network,SFO,"San Francisco, CA: San Francisco International",947.0,134.0,63.19,6.88,43.25,0.0,20.67,7.0,0.0,10276.0,5026.0,2349.0,1760.0,0.0,1141.0
2025,1,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",904.0,268.0,45.45,2.31,98.42,0.0,121.82,70.0,0.0,22101.0,4721.0,223.0,4261.0,0.0,12896.0
2025,1,F9,Frontier Airlines,AUS,"Austin, TX: Austin - Bergstrom International",76.0,23.0,8.16,0.76,8.42,0.0,5.66,2.0,0.0,1101.0,459.0,57.0,292.0,0.0,293.0
2025,1,F9,Frontier Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",627.0,188.0,38.25,5.09,61.58,0.0,83.08,46.0,2.0,14929.0,3999.0,554.0,3352.0,0.0,7024.0
2025,1,F9,Frontier Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",313.0,117.0,25.16,2.21,61.31,0.0,28.32,23.0,0.0,8053.0,2850.0,92.0,2742.0,0.0,2369.0
2025,1,F9,Frontier Airlines,LAX,"Los Angeles, CA: Los Angeles International",415.0,81.0,21.85,1.46,19.12,0.0,38.57,6.0,0.0,4800.0,1497.0,83.0,715.0,0.0,2505.0
2025,1,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",212.0,40.0,8.29,1.05,11.8,0.0,18.86,2.0,3.0,2983.0,602.0,38.0,899.0,0.0,1444.0
2025,1,F9,Frontier Airlines,SFO,"San Francisco, CA: San Francisco International",375.0,81.0,18.9,1.82,22.95,0.0,37.33,0.0,0.0,5184.0,1447.0,71.0,948.0,0.0,2718.0
2025,1,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",42.0,17.0,4.08,0.5,5.66,0.0,6.76,0.0,0.0,1722.0,876.0,13.0,223.0,0.0,610.0
2025,1,QX,Horizon Air,LAX,"Los Angeles, CA: Los Angeles International",439.0,78.0,13.55,1.3,28.32,0.0,34.83,10.0,0.0,4557.0,1271.0,88.0,853.0,0.0,2345.0
2025,1,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",173.0,42.0,8.0,1.15,7.11,0.0,25.75,2.0,0.0,2095.0,319.0,100.0,335.0,0.0,1341.0
2025,1,QX,Horizon Air,SFO,"San Francisco, CA: San Francisco International",329.0,72.0,13.0,1.79,24.22,1.0,31.99,7.0,0.0,4356.0,842.0,63.0,1413.0,45.0,1993.0
2025,1,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",567.0,108.0,41.69,4.0,35.75,0.0,26.57,31.0,1.0,6862.0,2659.0,345.0,1304.0,0.0,2554.0
2025,1,UA,United Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",721.0,153.0,56.51,1.51,53.71,0.0,41.27,15.0,0.0,7991.0,3521.0,84.0,1941.0,0.0,2445.0
2025,1,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",748.0,132.0,42.3,1.91,54.59,0.0,33.2,32.0,5.0,8983.0,2218.0,315.0,3154.0,0.0,3296.0
2025,1,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",5861.0,1006.0,316.83,26.5,449.04,0.0,213.64,305.0,20.0,66588.0,21122.0,2587.0,22171.0,0.0,20708.0
2025,1,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2157.0,316.0,121.43,6.7,107.95,0.0,79.93,20.0,8.0,23606.0,12169.0,386.0,3650.0,0.0,7401.0
2025,1,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",794.0,117.0,38.53,8.5,40.9,0.0,29.07,8.0,9.0,7031.0,1731.0,1036.0,2116.0,0.0,2148.0
2025,1,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4293.0,538.0,208.46,21.66,166.01,0.0,141.87,46.0,2.0,36261.0,13219.0,1221.0,6582.0,0.0,15239.0
2025,1,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2293.0,342.0,101.79,7.01,108.59,2.44,122.18,130.0,0.0,17772.0,5713.0,1063.0,5341.0,120.0,5535.0
2025,1,WN,Southwest Airlines,AUS,"Austin, TX: Austin - Bergstrom International",2733.0,427.0,121.72,6.51,116.46,1.3,181.01,65.0,0.0,22364.0,6840.0,551.0,4102.0,40.0,10831.0
2025,1,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",1820.0,248.0,88.79,4.49,25.89,0.13,128.7,26.0,3.0,14864.0,5897.0,297.0,937.0,7.0,7726.0
2025,1,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2521.0,396.0,122.2,8.49,80.63,0.3,184.39,41.0,14.0,21291.0,6401.0,824.0,4248.0,14.0,9804.0
